age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,salary
33,Private,178449,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,49,United-States,24855
42,Private,185267,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,32,United-States,18504
23,Private,410439,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,10733
29,Private,85572,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,19958
27,Private,83517,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,27629
43,Self-emp-not-inc,194726,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,35,United-States,20455
23,Private,322674,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,17160
40,Local-gov,34540,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,24708
35,Local-gov,211073,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,61,United-States,31829
30,Private,194901,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,19328
59,Private,117059,11th,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,28452
28,Private,51461,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,28086
79,Private,266119,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,34626
43,Local-gov,92374,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,United-States,20510
54,Private,175262,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,26821
27,Private,208249,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,62,United-States,28529
22,?,110622,Bachelors,13,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,15,Taiwan,6324
34,Private,146980,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,65,United-States,33449
18,Private,112974,11th,7,Never-married,Prof-specialty,Other-relative,White,Male,0,0,3,United-States,1169
18,Private,210932,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,15566
46,Private,145290,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,24314
23,Private,198992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,15001
77,?,174887,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States,5101
48,Private,190072,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,31181
29,Private,49087,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,23839
41,Private,126622,11th,7,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,22752
41,Private,174189,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,22806
34,Private,118605,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,28319
49,Self-emp-not-inc,377622,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,31614
49,Private,157272,HS-grad,9,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,31612
30,Private,78530,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,19302
28,Private,190391,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,18719
62,State-gov,162678,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,29320
41,Private,103980,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,29576
20,Private,293726,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,16231
61,Private,98350,Preschool,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,29063
30,Private,207668,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Hungary,28941
29,Federal-gov,41013,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,26155
44,Federal-gov,320071,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,23683
25,Private,306908,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,20008
62,Private,167652,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,29318
57,Private,173580,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,27751
35,Private,273612,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,23532
26,Private,195555,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,18124
60,Private,186446,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,28777
22,Private,418405,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,16836
62,Local-gov,41793,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,?,36595
26,Private,183965,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,18105
26,Private,354784,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,9062
32,Private,732102,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,19983
66,Self-emp-not-inc,97847,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,38279
24,Private,196678,Preschool,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,13101
19,Private,320014,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,9939
54,Self-emp-inc,298215,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,33543
37,Private,295127,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,21521
38,Private,368140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,27317
37,Self-emp-not-inc,187411,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,?,26935
22,?,121070,Some-college,10,Never-married,?,Own-child,White,Male,0,0,35,United-States,14756
34,Private,212163,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,12876
35,Self-emp-not-inc,108198,HS-grad,9,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,15,United-States,7840
42,Federal-gov,294431,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,23105
47,Federal-gov,202560,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,24601
29,Self-emp-inc,266070,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,38071
34,Private,346122,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,20593
38,Self-emp-inc,308686,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,38227
62,Self-emp-inc,236096,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,29325
35,Private,187711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,20912
37,Private,238959,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,21516
47,Private,93557,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,24674
37,Private,329980,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,21537
22,Private,125010,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,12637
60,Self-emp-inc,90915,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,28684
31,Private,289731,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,19671
63,Private,206052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,29645
30,Private,191385,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,19329
44,?,268804,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,30,United-States,17783
35,Self-emp-not-inc,199753,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,31374
50,Local-gov,92486,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,25597
18,Private,171088,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,3901
33,Private,112820,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,20281
59,Self-emp-not-inc,32855,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,49735
17,Private,142964,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,7653
47,Private,89146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,24665
51,?,147015,Some-college,10,Divorced,?,Not-in-family,Black,Male,0,0,50,United-States,32351
26,Private,291968,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,18077
32,Local-gov,29235,Some-college,10,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,France,19957
55,Private,238216,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,27194
36,State-gov,323726,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,21221
54,Private,141663,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,26886
32,Private,118551,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,22461
52,Local-gov,35092,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,26201
39,Private,139703,HS-grad,9,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,28,Jamaica,15505
39,Federal-gov,206190,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,24918
59,Self-emp-not-inc,178353,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,35463
55,Federal-gov,169133,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,27114
54,Self-emp-not-inc,103179,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,40267
31,Private,354464,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,19675
19,?,124651,11th,7,Never-married,?,Own-child,Black,Male,0,0,25,United-States,9968
30,Private,60426,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,19335
47,Federal-gov,98726,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,24639
31,Private,133861,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,19641
32,Self-emp-not-inc,180303,Bachelors,13,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,47,Iran,23487
33,Private,221324,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,20295
31,Private,325658,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,19639
32,Private,210562,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,19950
46,Private,152249,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,Mexico,21313
29,Private,178649,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,20,France,9519
41,State-gov,48997,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,22792
39,Private,243409,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,33199
34,Private,162442,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,10277
23,Private,203078,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,24,United-States,10287
53,Self-emp-inc,155983,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,43123
45,Self-emp-not-inc,182677,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Thailand,24072
34,?,170276,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,10,United-States,5145
47,Private,105381,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,24701
24,?,256240,7th-8th,4,Married-civ-spouse,?,Own-child,White,Male,0,0,60,United-States,26228
38,Self-emp-inc,141584,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States,29989
26,Private,113571,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,31674
18,Private,154089,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,7806
43,Private,50197,10th,6,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,23345
26,Private,132572,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,32,United-States,14485
47,Private,238185,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,24675
26,Private,112754,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,29417
58,Self-emp-inc,143266,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,28078
55,Self-emp-not-inc,68006,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,0,0,60,United-States,40709
40,Private,287079,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,30881
33,Private,223212,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,20257
74,Self-emp-not-inc,173929,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,20656
49,Self-emp-not-inc,182211,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,34735
56,Self-emp-not-inc,62539,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,65,Greece,44620
25,Private,305472,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,48,United-States,21329
57,Private,548256,12th,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,27744
29,Private,40295,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,19045
59,Private,31137,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,28402
28,?,127833,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,18710
19,Private,201743,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,7959
40,Private,240027,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,45,United-States,25260
28,Private,129882,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,18721
48,?,355890,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,34352
20,Private,107658,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,Canada,4053
19,Private,146679,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,11920
75,?,35724,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,6675
24,Federal-gov,42251,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,13086
31,Private,113838,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,22107
28,Self-emp-not-inc,282398,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,16375
41,Private,33331,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,25562
23,Federal-gov,41031,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,15022
46,Private,155489,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,26156
33,Private,53042,12th,8,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,20303
34,Private,174789,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,25745
47,Local-gov,203067,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,30831
45,Private,216626,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Other,Male,0,0,40,Columbia,24051
35,Private,93034,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,20901
59,Self-emp-not-inc,188003,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,35489
46,Local-gov,65535,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,29159
39,Private,366757,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,19406
23,Private,414545,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,17157
25,Private,295919,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,17766
37,Private,34378,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,21543
25,Private,476334,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,21296
32,Private,255424,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,29939
34,Local-gov,175856,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,20609
40,Private,124692,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,22454
33,Private,118551,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,20266
78,?,292019,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,17153
31,Private,288566,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,21089
61,Private,137733,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,18147
22,Private,39432,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,16846
29,Private,138537,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,19027
37,Private,709445,HS-grad,9,Separated,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,21522
35,Private,194809,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,20904
37,?,299090,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,16156
18,Private,159561,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,7799
37,Private,236328,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,25799
46,Private,269045,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,24349
25,?,196627,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,17792
47,Federal-gov,323798,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,24652
55,Private,463072,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,40758
25,Self-emp-inc,98756,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,50,United-States,22230
50,State-gov,161075,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,25611
18,Private,192485,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,7810
25,Private,201579,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,17793
23,Private,117606,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,17147
51,?,177487,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,25892
37,Private,60313,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,21553
27,Private,169958,5th-6th,3,Never-married,Craft-repair,Own-child,White,Male,0,0,40,?,18381
19,Private,240686,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,9941
52,Local-gov,124793,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,26199
25,Self-emp-not-inc,113948,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,19990
17,?,241021,12th,8,Never-married,?,Own-child,Other,Female,0,0,40,United-States,15300
21,Private,147655,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,16541
41,Self-emp-not-inc,38876,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,34140
20,?,114813,10th,6,Separated,?,Unmarried,White,Female,0,0,40,United-States,16233
24,Private,136310,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,17469
41,Federal-gov,153132,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,21618
23,Private,197552,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,15004
33,Private,69748,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,20288
29,Private,175738,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,21430
50,State-gov,78649,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,25572
37,Self-emp-inc,188774,11th,7,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,?,32308
19,Federal-gov,215891,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,3984
40,Private,144928,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,22436
65,Private,262446,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,15137
44,Federal-gov,191295,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,48,United-States,28477
32,Private,279173,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,22461
41,Private,153031,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,37055
28,Private,202239,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,25794
39,Local-gov,164156,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,55,United-States,30469
59,Private,196482,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,28385
31,Private,176185,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,France,29511
34,Private,287315,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,20608
20,Private,117210,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,16184
33,Private,41610,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,20279
52,Private,160703,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,42571
31,Private,80511,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,44,United-States,21629
39,Private,219155,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,23808
35,Private,106347,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,23515
44,Self-emp-not-inc,163985,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,18953
28,Private,270887,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,30441
17,Private,205726,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,5742
23,Private,218899,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,25719
19,Private,248749,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,7945
30,Private,197558,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,19344
27,Private,176514,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,18407
29,?,116820,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,50,United-States,23816
44,Private,226129,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,29604
43,Private,281138,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,23387
41,Private,98061,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,22728
34,Self-emp-not-inc,260560,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,25774
23,Private,289909,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,19309
51,Private,59590,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,12942
24,Private,236769,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,17449
38,Self-emp-not-inc,423616,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,13088
24,Private,291407,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,17478
53,Self-emp-inc,100029,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,26491
33,Private,204494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,28394
24,Private,201680,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,17506
45,Private,154308,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,24015
31,Private,150324,11th,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,24547
38,Local-gov,331609,Some-college,10,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,47,United-States,25671
28,Private,100829,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,23372
38,Private,203169,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,27345
25,Private,122075,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,22260
29,Private,178778,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,19028
29,Private,276345,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,23769
48,Private,233511,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,31187
24,Private,289448,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,17467
31,Private,173350,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,14747
36,Private,130589,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,23891
62,Private,94318,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,36623
25,Private,297531,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,17801
55,Private,129762,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,27160
21,Private,182614,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,Poland,16527
60,Private,120067,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,32258
